ID,dataset,orgfile,target,IndependentVars,ParameterNames,ParameterValues,FixedConstantValues,PySRFeatures,feature_name_map,complexity,loss,score,equation,sympy_format,restored_equation,orgpara_list,para_eq,para_list
P06,2,2.csv,omega,"[""k""]","[""d""]",[2.59637198],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",25,0.002452044,0.0001263918031914,(xv_a * (((xv_a - (0.25551823 / ((xv_a * 2.1465788) + sin((xv_a + xv_a) ^ xv_a)))) ^ -1.4706119) + 1.4979305)) + -0.24910577,xv_a*((xv_a - 0.25551823/(xv_a*2.1465788 + sin((xv_a + xv_a)**xv_a)))**(-1.4706119) + 1.4979305) - 0.24910577,k*((k - 0.25551823/(2.1465788*k + sin((2*k)**k)))**(-1.4706119) + 1.4979305) - 0.24910577,"[-0.249105770000000, 1.49793050000000, -0.255518230000000, 2.14657880000000, 2, -1, -1.47061190000000]",k*(p1 + (k + p2*(k*p3 + sin((k*p4)**k))**p5)**p6) + p0,"[p0, p1, p2, p3, p4, p5, p6]"
P06,2,2.csv,omega,"[""k""]","[""d""]",[2.59637198],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",17,0.0024545246,2.3833422223535513e-06,((((xv_a ^ xv_a) + 3.2449026) ^ -1.2664806) + 0.55978996) + (xv_a * 1.4265902),xv_a*1.4265902 + (xv_a**xv_a + 3.2449026)**(-1.2664806) + 0.55978996,1.4265902*k + (k**k + 3.2449026)**(-1.2664806) + 0.55978996,"[0.559789960000000, 3.24490260000000, -1.26648060000000, 1.42659020000000]",k*p3 + p0 + (k**k + p1)**p2,"[p0, p1, p2, p3]"
P06,2,2.csv,omega,"[""k""]","[""d""]",[2.59637198],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",13,0.002454548,3.3678807279687017e-06,((((xv_a * -0.18692015) + sqrt(xv_a)) + -0.08151763) * xv_a) + 1.5836929,xv_a*(sqrt(xv_a) - 0.18692015*xv_a - 0.08151763) + 1.5836929,k*(sqrt(k) - 0.18692015*k - 0.08151763) + 1.5836929,"[1.58369290000000, -0.0815176300000000, 1/2, -0.186920150000000]",k*(k*p3 + k**p2 + p1) + p0,"[p0, p1, p2, p3]"
P06,2,2.csv,omega,"[""k""]","[""d""]",[2.59637198],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",10,0.0024545728,1.8129263318233207e-05,(((xv_a * 2.4314127) - xv_a) / tanh(xv_a)) + 0.53745073,(-xv_a + xv_a*2.4314127)/tanh(xv_a) + 0.53745073,1.4314127*k/tanh(k) + 0.53745073,"[0.537450730000000, 1.43141270000000, -1]",k*p1*tanh(k)**p2 + p0,"[p0, p1, p2]"
P06,3,3.csv,omega,"[""k""]","[""d""]",[2.6502862],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",33,0.0025813575,1.91758832933498e-06,(xv_a + ((((-7.738093 - xv_a) * -0.028768083) * xv_a) + (sin(((((xv_a / 0.4987713) * -1.6538455) + 2.1841686) * 0.9889186) + (((xv_a - 0.43003502) * (xv_a / -0.004531944)) * xv_a)) * -0.004685718))) + 0.913516,(-xv_a - 7.738093)*(-0.028768083)*xv_a + xv_a + sin(xv_a*xv_a*(xv_a - 1*0.43003502)/(-0.004531944) + (xv_a*(-1.6538455)/0.4987713 + 2.1841686)*0.9889186)*(-0.004685718) + 0.913516,-0.028768083*k*(-k - 7.738093) + k + 0.004685718*sin(220.655859825276*k**2*(k - 0.43003502) + 3.27909520150077*k - 2.15996495407596) + 0.913516,"[0.913516000000000, 0.00468571800000000, -2.15996495407596, 3.27909520150077, 220.655859825276, 2, -0.430035020000000, -0.0287680830000000, -7.73809300000000, -1]",k*p7*(k*p9 + p8) + k + p0 + p1*sin(k*p3 + k**p5*p4*(k + p6) + p2),"[p0, p1, p2, p3, p4, p5, p6, p7, p8, p9]"
P06,3,3.csv,omega,"[""k""]","[""d""]",[2.6502862],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",29,0.0025813773,0.0004519659917516,(xv_a + 0.913516) + (((-7.738093 - xv_a) * (xv_a * -0.028768102)) + (sin(((xv_a * -3.3158393) + ((xv_a - 0.43003502) * ((xv_a / -0.004531957) * xv_a))) + 2.1841686) * -0.0046857186)),(-xv_a - 7.738093)*xv_a*(-0.028768102) + xv_a + sin(xv_a*xv_a*(xv_a - 1*0.43003502)/(-0.004531957) + xv_a*(-3.3158393) + 2.1841686)*(-0.0046857186) + 0.913516,-0.028768102*k*(-k - 7.738093) + k + 0.0046857186*sin(220.655226869981*k**2*(k - 0.43003502) + 3.3158393*k - 2.1841686) + 0.913516,"[0.913516000000000, 0.00468571860000000, -2.18416860000000, 3.31583930000000, 220.655226869981, 2, -0.430035020000000, -0.0287681020000000, -7.73809300000000, -1]",k*p7*(k*p9 + p8) + k + p0 + p1*sin(k*p3 + k**p5*p4*(k + p6) + p2),"[p0, p1, p2, p3, p4, p5, p6, p7, p8, p9]"
P06,3,3.csv,omega,"[""k""]","[""d""]",[2.6502862],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",25,0.0025860483,0.0001118956744154,xv_a + (((xv_a * ((sin(xv_a * ((xv_a - (xv_a ^ xv_a)) * -10.266573)) * -0.000109500055) + -0.029231723)) * (-7.526523 - xv_a)) + 0.91701764),xv_a*(-xv_a - 7.526523)*(sin(xv_a*(xv_a - xv_a**xv_a)*(-10.266573))*(-0.000109500055) - 0.029231723) + xv_a + 0.91701764,k*(-k - 7.526523)*(0.000109500055*sin(10.266573*k*(k - k**k)) - 0.029231723) + k + 0.91701764,"[0.917017640000000, -0.0292317230000000, 0.000109500055000000, 10.2665730000000, -1, -7.52652300000000]",k*(p1 + p2*sin(k*p3*(k + k**k*p4)))*(k*p4 + p5) + k + p0,"[p0, p1, p2, p3, p4, p5]"
P06,3,3.csv,omega,"[""k""]","[""d""]",[2.6502862],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",23,0.0025866271,0.0003187885394131,(((xv_a * ((-7.7380686 - xv_a) * -0.02877706)) + xv_a) + 0.91324097) + (sin((0.21042329 - xv_a) * ((xv_a * -10.306773) * xv_a)) * 0.0035872245),xv_a*(-xv_a - 7.7380686)*(-0.02877706) + xv_a + sin((0.21042329 - xv_a)*xv_a*(-10.306773)*xv_a)*0.0035872245 + 0.91324097,-0.02877706*k*(-k - 7.7380686) + k - 0.0035872245*sin(10.306773*k**2*(0.21042329 - k)) + 0.91324097,"[0.913240970000000, -0.00358722450000000, 10.3067730000000, 2, 0.210423290000000, -1, -0.0287770600000000, -7.73806860000000]",k*p6*(k*p5 + p7) + k + p0 + p1*sin(k**p3*p2*(k*p5 + p4)),"[p0, p1, p2, p3, p4, p5, p6, p7]"
P06,3,3.csv,omega,"[""k""]","[""d""]",[2.6502862],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",21,0.0025882768,0.0001335652438229,((xv_a * (-7.738126 - xv_a)) * -0.028770052) + ((xv_a + (sin(xv_a * (-1.6559798 - (xv_a * -10.267981))) * 0.0029244449)) + 0.913571),xv_a*(-xv_a - 7.738126)*(-0.028770052) + xv_a + sin(xv_a*(-(-10.267981)*xv_a - 1.6559798))*0.0029244449 + 0.913571,-0.028770052*k*(-k - 7.738126) + k + 0.0029244449*sin(k*(10.267981*k - 1.6559798)) + 0.913571,"[0.913571000000000, 0.00292444490000000, -1.65597980000000, 10.2679810000000, -0.0287700520000000, -7.73812600000000, -1]",k*p4*(k*p6 + p5) + k + p0 + p1*sin(k*(k*p3 + p2)),"[p0, p1, p2, p3, p4, p5, p6]"
P06,3,3.csv,omega,"[""k""]","[""d""]",[2.6502862],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",19,0.0025889683,0.0002192301774231,(((-7.7379746 - xv_a) * (xv_a * ((cos((xv_a * -10.266407) * xv_a) * -7.977033e-5) + -0.028761161))) + xv_a) + 0.91380054,xv_a*(-xv_a - 7.7379746)*(cos(xv_a*(-10.266407)*xv_a)*(-7.977033e-5) - 0.028761161) + xv_a + 0.91380054,k*(-k - 7.7379746)*(-7.977033e-5*cos(10.266407*k**2) - 0.028761161) + k + 0.91380054,"[0.913800540000000, -0.0287611610000000, -7.97703300000000e-5, 10.2664070000000, 2, -7.73797460000000, -1]",k*(p1 + p2*cos(k**p4*p3))*(k*p6 + p5) + k + p0,"[p0, p1, p2, p3, p4, p5, p6]"
P06,3,3.csv,omega,"[""k""]","[""d""]",[2.6502862],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",16,0.0025906716,0.0004384002228873,(sin(exp(xv_a + -0.9510812)) * 0.0028145309) + ((xv_a ^ 1.1636987) + 1.2481046),xv_a**1.1636987 + sin(exp(xv_a - 0.9510812))*0.0028145309 + 1.2481046,k**1.1636987 + 0.0028145309*sin(0.386323105027356*exp(k)) + 1.2481046,"[1.24810460000000, 1.16369870000000, 0.00281453090000000, 0.386323105027356]",k**p1 + p0 + p2*sin(p3*exp(k)),"[p0, p1, p2, p3]"
P06,3,3.csv,omega,"[""k""]","[""d""]",[2.6502862],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",15,0.0025918076,5.78746629697371e-08,(((xv_a * (xv_a * -0.45366752)) + -2.8474114) - ((xv_a * -3.2534108) - cos(xv_a))) + xv_a,xv_a*xv_a*(-0.45366752) + xv_a - (xv_a*(-3.2534108) - cos(xv_a)) - 2.8474114,-0.45366752*k**2 + 4.2534108*k + cos(k) - 2.8474114,"[-2.84741140000000, 4.25341080000000, -0.453667520000000, 2]",k*p1 + k**p3*p2 + p0 + cos(k),"[p0, p1, p2, p3]"
P06,3,3.csv,omega,"[""k""]","[""d""]",[2.6502862],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",13,0.0025918079,9.748525344637677e-05,(((xv_a * xv_a) * -0.45374402) + -2.8480935) - ((xv_a * -4.2538724) - cos(xv_a)),xv_a*xv_a*(-0.45374402) - (xv_a*(-4.2538724) - cos(xv_a)) - 2.8480935,-0.45374402*k**2 + 4.2538724*k + cos(k) - 2.8480935,"[-2.84809350000000, 4.25387240000000, -0.453744020000000, 2]",k*p1 + k**p3*p2 + p0 + cos(k),"[p0, p1, p2, p3]"
P06,3,3.csv,omega,"[""k""]","[""d""]",[2.6502862],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",10,0.002592566,9.642909558964437e-06,(tanh(xv_a) + (xv_a ^ 1.1607151)) - -0.26620057,xv_a**1.1607151 + tanh(xv_a) - 1*(-0.26620057),k**1.1607151 + tanh(k) + 0.26620057,"[0.266200570000000, 1.16071510000000]",k**p1 + p0 + tanh(k),"[p0, p1]"
P06,4,4.csv,omega,"[""k""]","[""d""]",[2.54245777],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",39,0.0025653576,8.731497413248967e-06,((xv_a * 1.397964) + ((log(xv_a) ^ 0.6448245) + ((((cos(log(xv_a) ^ xv_a) * 0.023688795) + 0.2687241) * log(1.5025934 / (xv_a ^ xv_a))) / log(xv_a)))) + 0.33037817,1.397964*xv_a + (0.023688795*cos(log(xv_a)**xv_a) + 0.2687241)*log(1.5025934/xv_a**xv_a)/log(xv_a) + log(xv_a)**0.6448245 + 0.33037817,1.397964*k + (0.023688795*cos(log(k)**k) + 0.2687241)*log(1.5025934/k**k)/log(k) + log(k)**0.6448245 + 0.33037817,"[0.330378170000000, 0.644824500000000, 1.39796400000000, -1, 0.268724100000000, 0.0236887950000000, 1.50259340000000]",k*p2 + p0 + (p4 + p5*cos(log(k)**k))*log(k)**p3*log(k**(k*p3)*p6) + log(k)**p1,"[p0, p1, p2, p3, p4, p5, p6]"
P06,4,4.csv,omega,"[""k""]","[""d""]",[2.54245777],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",33,0.002565492,2.436178695883967e-07,((((cos(log(xv_a) ^ xv_a) * -0.05338226) + -0.45188338) * log(xv_a)) + (((xv_a * 0.28165844) + (log(xv_a + -0.009008701) ^ 0.56100935)) + 0.47819167)) + xv_a,1.28165844*xv_a + (-0.05338226*cos(log(xv_a)**xv_a) - 0.45188338)*log(xv_a) + log(xv_a - 0.009008701)**0.56100935 + 0.47819167,1.28165844*k + (-0.05338226*cos(log(k)**k) - 0.45188338)*log(k) + log(k - 0.009008701)**0.56100935 + 0.47819167,"[0.478191670000000, -0.00900870100000000, 0.561009350000000, 1.28165844000000, -0.451883380000000, -0.0533822600000000]",k*p3 + p0 + (p4 + p5*cos(log(k)**k))*log(k) + log(k + p1)**p2,"[p0, p1, p2, p3, p4, p5]"
P06,4,4.csv,omega,"[""k""]","[""d""]",[2.54245777],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",29,0.0025654945,2.3582142674203713e-06,((log(xv_a) * ((cos(log(xv_a) ^ xv_a) * -0.05212291) + -0.37650108)) + 0.37474325) + ((xv_a * 1.2910496) + (log(xv_a) ^ 0.46496123)),1.2910496*xv_a + (-0.05212291*cos(log(xv_a)**xv_a) - 0.37650108)*log(xv_a) + log(xv_a)**0.46496123 + 0.37474325,1.2910496*k + (-0.05212291*cos(log(k)**k) - 0.37650108)*log(k) + log(k)**0.46496123 + 0.37474325,"[0.374743250000000, 0.464961230000000, 1.29104960000000, -0.376501080000000, -0.0521229100000000]",k*p2 + p0 + (p3 + p4*cos(log(k)**k))*log(k) + log(k)**p1,"[p0, p1, p2, p3, p4]"
P06,4,4.csv,omega,"[""k""]","[""d""]",[2.54245777],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",27,0.0025655066,8.267031273043666e-06,((log(xv_a) ^ 0.21795191) + 0.13552701) + ((xv_a + (cos(log(xv_a) ^ xv_a) * (log(xv_a) * -0.04460638))) * 1.2411809),1.2411809*xv_a + log(xv_a)**0.21795191 - 0.055364586874142*log(xv_a)*cos(log(xv_a)**xv_a) + 0.13552701,1.2411809*k + log(k)**0.21795191 - 0.055364586874142*log(k)*cos(log(k)**k) + 0.13552701,"[0.135527010000000, 0.217951910000000, 1.24118090000000, -0.0553645868741420]",k*p2 + p0 + p3*log(k)*cos(log(k)**k) + log(k)**p1,"[p0, p1, p2, p3]"
P06,4,4.csv,omega,"[""k""]","[""d""]",[2.54245777],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",17,0.0025657187,5.8463147688099486e-08,(xv_a * 1.335912) + ((cos(log(xv_a) ^ xv_a) * (xv_a * -0.013109413)) + 0.8672252),-0.013109413*xv_a*cos(log(xv_a)**xv_a) + 1.335912*xv_a + 0.8672252,-0.013109413*k*cos(log(k)**k) + 1.335912*k + 0.8672252,"[0.867225200000000, 1.33591200000000, -0.0131094130000000]",k*p1 + k*p2*cos(log(k)**k) + p0,"[p0, p1, p2]"
P06,4,4.csv,omega,"[""k""]","[""d""]",[2.54245777],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",15,0.002565719,0.0002672220751471,(((cos(log(xv_a) ^ xv_a) * -0.013111689) + 1.3359016) * xv_a) + 0.8672562,xv_a*(1.3359016 - 0.013111689*cos(log(xv_a)**xv_a)) + 0.8672562,k*(1.3359016 - 0.013111689*cos(log(k)**k)) + 0.8672562,"[0.867256200000000, 1.33590160000000, -0.0131116890000000]",k*(p1 + p2*cos(log(k)**k)) + p0,"[p0, p1, p2]"
P06,4,4.csv,omega,"[""k""]","[""d""]",[2.54245777],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",13,0.0025670906,2.192074282710287e-05,(0.7521262 ^ sin(xv_a)) + ((xv_a * 1.2933872) + (sin(xv_a) * 0.17933123)),0.7521262**sin(xv_a) + xv_a*1.2933872 + sin(xv_a)*0.17933123,0.7521262**sin(k) + 1.2933872*k + 0.17933123*sin(k),"[0.752126200000000, 0.179331230000000, 1.29338720000000]",k*p2 + p0**sin(k) + p1*sin(k),"[p0, p1, p2]"
P06,4,4.csv,omega,"[""k""]","[""d""]",[2.54245777],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",9,0.0025673157,0.000195632686877,(xv_a * ((sin(xv_a) * -0.037232444) + 1.2838024)) + 1.0302608,xv_a*(1.2838024 + sin(xv_a)*(-0.037232444)) + 1.0302608,k*(1.2838024 - 0.037232444*sin(k)) + 1.0302608,"[1.03026080000000, 1.28380240000000, -0.0372324440000000]",k*(p1 + p2*sin(k)) + p0,"[p0, p1, p2]"
P06,4,4.csv,omega,"[""k""]","[""d""]",[2.54245777],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",8,0.002567818,7.994795326305854e-05,(xv_a + (cos(atan(xv_a)) + -0.14136463)) * 1.5326469,(xv_a + cos(atan(xv_a)) - 0.14136463)*1.5326469,1.5326469*k - 0.216662061939147 + 1.5326469/sqrt(k**2 + 1),"[-0.216662061939147, 1.53264690000000, 1, 2, -1/2]",k*p1 + p0 + p1*(k**p3 + p2)**p4,"[p0, p1, p2, p3, p4]"
P06,4,4.csv,omega,"[""k""]","[""d""]",[2.54245777],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",7,0.0025680233,0.0066791166276855,(xv_a ^ 1.1609669) + 1.2863033,xv_a**1.1609669 + 1.2863033,k**1.1609669 + 1.2863033,"[1.28630330000000, 1.16096690000000]",k**p1 + p0,"[p0, p1]"
P06,5,5.csv,omega,"[""k""]","[""d""]",[3.61928486],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",38,0.0025297028,3.205858808062792e-05,(sin(xv_a) * (((cos(exp(xv_a * xv_a) / -0.07035002) * ((((1.1034315 ^ xv_a) * sin(xv_a)) * cos((xv_a * 1.0758797) * xv_a)) + 0.1603512)) + xv_a) * -0.02011819)) + ((xv_a - -0.54104704) + (0.38409314 * xv_a)),0.38409314*xv_a + xv_a + sin(xv_a)*(xv_a + (1.1034315**xv_a*sin(xv_a)*cos(xv_a*1.0758797*xv_a) + 0.1603512)*cos(exp(xv_a*xv_a)/(-0.07035002)))*(-0.02011819) - 1*(-0.54104704),1.38409314*k - 0.02011819*(k + (1.1034315**k*sin(k)*cos(1.0758797*k**2) + 0.1603512)*cos(14.2146370391935*exp(k**2)))*sin(k) + 0.54104704,"[0.541047040000000, 1.38409314000000, -0.0201181900000000, 0.160351200000000, 1.10343150000000, 1.07587970000000, 2, 14.2146370391935]",k*p1 + p0 + p2*(k + (p3 + p4**k*sin(k)*cos(k**p6*p5))*cos(p7*exp(k**p6)))*sin(k),"[p0, p1, p2, p3, p4, p5, p6, p7]"
P06,5,5.csv,omega,"[""k""]","[""d""]",[3.61928486],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",37,0.0025297839,5.547199729252889e-06,((sin(xv_a) * ((xv_a + (cos(exp(xv_a * xv_a) / -0.07035002) * (sin(xv_a) * (cos(exp((xv_a * 1.3726737) - xv_a) * xv_a) + -0.54104704)))) * -0.02011819)) + (xv_a - -0.54104704)) + (0.38409314 * xv_a),0.38409314*xv_a + xv_a + sin(xv_a)*(xv_a + (cos(xv_a*exp(-xv_a + xv_a*1.3726737)) - 0.54104704)*sin(xv_a)*cos(exp(xv_a*xv_a)/(-0.07035002)))*(-0.02011819) - 1*(-0.54104704),1.38409314*k - 0.02011819*(k + (cos(k*exp(0.3726737*k)) - 0.54104704)*sin(k)*cos(14.2146370391935*exp(k**2)))*sin(k) + 0.54104704,"[0.541047040000000, 1.38409314000000, -0.0201181900000000, -0.541047040000000, 0.372673700000000, 14.2146370391935, 2]",k*p1 + p0 + p2*(k + (p3 + cos(k*exp(k*p4)))*sin(k)*cos(p5*exp(k**p6)))*sin(k),"[p0, p1, p2, p3, p4, p5, p6]"
P06,5,5.csv,omega,"[""k""]","[""d""]",[3.61928486],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",34,0.002529826,2.986282214119261e-05,((sin(xv_a) * (((cos(exp(xv_a * xv_a) / -0.07035002) * ((sin(1.0758797 * xv_a) * cos(xv_a * (1.0758797 * xv_a))) + 0.1603512)) + xv_a) * -0.02011819)) + (xv_a - -0.54104704)) + (0.38409314 * xv_a),0.38409314*xv_a + xv_a + sin(xv_a)*(xv_a + (sin(1.0758797*xv_a)*cos(xv_a*1.0758797*xv_a) + 0.1603512)*cos(exp(xv_a*xv_a)/(-0.07035002)))*(-0.02011819) - 1*(-0.54104704),1.38409314*k - 0.02011819*(k + (sin(1.0758797*k)*cos(1.0758797*k**2) + 0.1603512)*cos(14.2146370391935*exp(k**2)))*sin(k) + 0.54104704,"[0.541047040000000, 1.38409314000000, -0.0201181900000000, 0.160351200000000, 1.07587970000000, 2, 14.2146370391935]",k*p1 + p0 + p2*(k + (p3 + sin(k*p4)*cos(k**p5*p4))*cos(p6*exp(k**p5)))*sin(k),"[p0, p1, p2, p3, p4, p5, p6]"
P06,5,5.csv,omega,"[""k""]","[""d""]",[3.61928486],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",32,0.0025299771,0.0001940945143917,(((sin(xv_a) * ((cos(exp(xv_a * xv_a) / -0.07035002) * (0.1603512 + (sin(xv_a) * cos(xv_a * (1.0758797 * xv_a))))) + xv_a)) * -0.02011819) + (xv_a - -0.54104704)) + (0.38409314 * xv_a),0.38409314*xv_a + xv_a + sin(xv_a)*(xv_a + (sin(xv_a)*cos(xv_a*1.0758797*xv_a) + 0.1603512)*cos(exp(xv_a*xv_a)/(-0.07035002)))*(-0.02011819) - 1*(-0.54104704),1.38409314*k - 0.02011819*(k + (sin(k)*cos(1.0758797*k**2) + 0.1603512)*cos(14.2146370391935*exp(k**2)))*sin(k) + 0.54104704,"[0.541047040000000, 1.38409314000000, -0.0201181900000000, 0.160351200000000, 1.07587970000000, 2, 14.2146370391935]",k*p1 + p0 + p2*(k + (p3 + sin(k)*cos(k**p5*p4))*cos(p6*exp(k**p5)))*sin(k),"[p0, p1, p2, p3, p4, p5, p6]"
P06,5,5.csv,omega,"[""k""]","[""d""]",[3.61928486],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",30,0.0025309594,9.700913423476784e-05,((sin(xv_a) * ((cos(exp(xv_a * xv_a) / -0.07035002) * (sin(xv_a) * cos((xv_a * xv_a) * 1.0758797))) + xv_a)) * -0.02011819) + ((xv_a - -0.54104704) + (xv_a * 0.38409314)),xv_a*0.38409314 + xv_a + sin(xv_a)*(xv_a + sin(xv_a)*cos(exp(xv_a*xv_a)/(-0.07035002))*cos(xv_a*xv_a*1.0758797))*(-0.02011819) - 1*(-0.54104704),1.38409314*k - 0.02011819*(k + sin(k)*cos(1.0758797*k**2)*cos(14.2146370391935*exp(k**2)))*sin(k) + 0.54104704,"[0.541047040000000, 1.38409314000000, -0.0201181900000000, 1.07587970000000, 2, 14.2146370391935]",k*p1 + p0 + p2*(k + sin(k)*cos(k**p4*p3)*cos(p5*exp(k**p4)))*sin(k),"[p0, p1, p2, p3, p4, p5]"
P06,5,5.csv,omega,"[""k""]","[""d""]",[3.61928486],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",28,0.0025314505,0.0007171575596343,(xv_a * 0.38409314) + (((sin(xv_a) * (xv_a + ((sin(xv_a) * 2.2042668) * (cos(exp(xv_a * xv_a) / -0.07035002) * sin(xv_a))))) * -0.02011819) + (xv_a - -0.54104704)),xv_a*0.38409314 + xv_a + sin(xv_a)*(xv_a + sin(xv_a)*2.2042668*cos(exp(xv_a*xv_a)/(-0.07035002))*sin(xv_a))*(-0.02011819) - 1*(-0.54104704),1.38409314*k - 0.02011819*(k + 2.2042668*sin(k)**2*cos(14.2146370391935*exp(k**2)))*sin(k) + 0.54104704,"[0.541047040000000, 1.38409314000000, -0.0201181900000000, 2.20426680000000, 2, 14.2146370391935]",k*p1 + p0 + p2*(k + p3*sin(k)**p4*cos(p5*exp(k**p4)))*sin(k),"[p0, p1, p2, p3, p4, p5]"
P06,5,5.csv,omega,"[""k""]","[""d""]",[3.61928486],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",27,0.0025332666,7.894944498942932e-08,(((xv_a + (cos(exp(xv_a * xv_a) / -0.07035002) * (sin(xv_a) * sin(xv_a)))) * (atanh(-0.02011819) * sin(xv_a))) + (xv_a - -0.54104704)) + (xv_a * 0.38409314),1.38409314*xv_a - 0.0201209048819204*(xv_a + sin(xv_a)**2*cos(14.2146370391935*exp(xv_a**2)))*sin(xv_a) + 0.54104704,1.38409314*k - 0.0201209048819204*(k + sin(k)**2*cos(14.2146370391935*exp(k**2)))*sin(k) + 0.54104704,"[0.541047040000000, 1.38409314000000, -0.0201209048819204, 2, 14.2146370391935]",k*p1 + p0 + p2*(k + sin(k)**p3*cos(p4*exp(k**p3)))*sin(k),"[p0, p1, p2, p3, p4]"
P06,5,5.csv,omega,"[""k""]","[""d""]",[3.61928486],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",26,0.0025332668,0.0002106149300614,(xv_a + (((((cos(exp(xv_a * xv_a) / -0.07035002) * sin(xv_a)) * sin(xv_a)) + xv_a) * (-0.02011819 * sin(xv_a))) - -0.54104704)) + (xv_a * 0.38409314),xv_a*0.38409314 + xv_a + (xv_a + sin(xv_a)*sin(xv_a)*cos(exp(xv_a*xv_a)/(-0.07035002)))*(-0.02011819)*sin(xv_a) - 1*(-0.54104704),1.38409314*k - 0.02011819*(k + sin(k)**2*cos(14.2146370391935*exp(k**2)))*sin(k) + 0.54104704,"[0.541047040000000, 1.38409314000000, -0.0201181900000000, 2, 14.2146370391935]",k*p1 + p0 + p2*(k + sin(k)**p3*cos(p4*exp(k**p3)))*sin(k),"[p0, p1, p2, p3, p4]"
P06,5,5.csv,omega,"[""k""]","[""d""]",[3.61928486],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",25,0.0025338004,0.0001851815556033,(((((xv_a + (sin(xv_a - -0.4520474) * sin((xv_a ^ xv_a) * 1.2015557))) * (sin(xv_a) * -0.046293713)) + xv_a) * 0.39118433) + xv_a) - -0.5191148,xv_a + (xv_a + (xv_a + sin(xv_a**xv_a*1.2015557)*sin(xv_a - 1*(-0.4520474)))*sin(xv_a)*(-0.046293713))*0.39118433 - 1*(-0.5191148),1.39118433*k - 0.0181093751031173*(k + sin(1.2015557*k**k)*sin(k + 0.4520474))*sin(k) + 0.5191148,"[0.519114800000000, 1.39118433000000, -0.0181093751031173, 1.20155570000000, 0.452047400000000]",k*p1 + p0 + p2*(k + sin(k**k*p3)*sin(k + p4))*sin(k),"[p0, p1, p2, p3, p4]"
